,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,percentage_demographic_in_boston_census_group_id,percentage_demographic_in_boston_census_group_%white,percentage_demographic_in_boston_census_group_%black,percentage_demographic_in_boston_census_group_Estimate!!Total,percentage_demographic_in_boston_census_group_Estimate!!Total!!White alone,percentage_demographic_in_boston_census_group_Estimate!!Total!!Black or African American alone,stopped_in_census,stopped_black_in_census,stopped_white_in_census,crime_in_census,%black_in_census,%white_in_census,%stopped_in_census,%black_stopped_in_census,%white_stopped_in_census,%crime_in_census
2388,25,25,30300,1,1500000US250250303001,250250303001,1,BG,202784,234496,1500000US250250303001,0.841335162322817,0.00960219478737997,2187.0,1840.0,21.0,4,0,4,180,0.0,0.002173913043478261,0.001828989483310471,0.0,0.002173913043478261,0.0823045267489712
2389,25,25,30300,3,1500000US250250303003,250250303003,3,BG,304419,0,1500000US250250303003,0.75743555849306,0.132187706543291,1513.0,1146.0,200.0,44,20,20,1679,0.1,0.017452006980802792,0.029081295439524125,0.1,0.017452006980802792,1.1097157964309319
2390,25,25,40100,2,1500000US250250401002,250250401002,2,BG,120784,0,1500000US250250401002,0.9838483146067422,0.0,1424.0,1401.0,0.0,0,0,0,80,,0.0,0.0,,0.0,0.056179775280898875
2391,25,25,40200,2,1500000US250250402002,250250402002,2,BG,88570,0,1500000US250250402002,0.917191719171917,0.0,1111.0,1019.0,0.0,2,1,1,120,inf,0.0009813542688910696,0.0018001800180018,inf,0.0009813542688910696,0.10801080108010801
2392,25,25,40300,3,1500000US250250403003,250250403003,3,BG,49457,0,1500000US250250403003,0.917922948073702,0.0,597.0,548.0,0.0,0,0,0,44,,0.0,0.0,,0.0,0.07370184254606366
2393,25,25,100500,4,1500000US250251005004,250251005004,4,BG,245048,0,1500000US250251005004,0.0208333333333333,0.949305555555556,1440.0,30.0,1367.0,0,0,0,332,0.0,0.0,0.0,0.0,0.0,0.23055555555555557
2394,25,25,100601,3,1500000US250251006013,250251006013,3,BG,108563,0,1500000US250251006013,0.149894440534835,0.743138634764251,1421.0,213.0,1056.0,0,0,0,102,0.0,0.0,0.0,0.0,0.0,0.07178043631245602
2395,25,25,100800,4,1500000US250251008004,250251008004,4,BG,759061,175128,1500000US250251008004,0.551328502415459,0.33997584541062803,1656.0,913.0,563.0,0,0,0,85,0.0,0.0,0.0,0.0,0.0,0.051328502415458936
2396,25,25,100900,1,1500000US250251009001,250251009001,1,BG,166364,0,1500000US250251009001,0.34526558891455,0.356812933025404,866.0,299.0,309.0,0,0,0,115,0.0,0.0,0.0,0.0,0.0,0.13279445727482678
2397,25,25,101002,1,1500000US250251010021,250251010021,1,BG,192896,0,1500000US250251010021,0.243621399176955,0.701234567901235,1215.0,296.0,852.0,0,0,0,151,0.0,0.0,0.0,0.0,0.0,0.1242798353909465
2398,25,25,101102,3,1500000US250251011023,250251011023,3,BG,164614,0,1500000US250251011023,0.0928057553956834,0.863309352517986,1390.0,129.0,1200.0,6,1,4,216,0.0008333333333333334,0.031007751937984496,0.004316546762589928,0.0008333333333333334,0.031007751937984496,0.1553956834532374
2443,25,25,81500,2,1500000US250250815002,250250815002,2,BG,180331,0,1500000US250250815002,0.10721376571806801,0.558570483123759,1511.0,162.0,844.0,0,0,0,199,0.0,0.0,0.0,0.0,0.0,0.1317008603573792
2444,25,25,81900,2,1500000US250250819002,250250819002,2,BG,79141,0,1500000US250250819002,0.13530135301353,0.760147601476015,813.0,110.0,618.0,24,20,4,125,0.032362459546925564,0.03636363636363636,0.02952029520295203,0.032362459546925564,0.03636363636363636,0.15375153751537515
2445,25,25,82000,2,1500000US250250820002,250250820002,2,BG,114886,0,1500000US250250820002,0.0,0.9325626204238922,519.0,0.0,484.0,0,0,0,118,0.0,,0.0,0.0,,0.22736030828516376
2446,25,25,90100,2,1500000US250250901002,250250901002,2,BG,69095,0,1500000US250250901002,0.0761421319796954,0.686548223350254,788.0,60.0,541.0,0,0,0,156,0.0,0.0,0.0,0.0,0.0,0.19796954314720813
2447,25,25,90200,1,1500000US250250902001,250250902001,1,BG,72044,0,1500000US250250902001,0.0936555891238671,0.580060422960725,662.0,62.0,384.0,0,0,0,191,0.0,0.0,0.0,0.0,0.0,0.28851963746223563
2448,25,25,90200,2,1500000US250250902002,250250902002,2,BG,84746,0,1500000US250250902002,0.0773006134969325,0.511656441717791,815.0,63.0,417.0,0,0,0,174,0.0,0.0,0.0,0.0,0.0,0.2134969325153374
2449,25,25,90400,1,1500000US250250904001,250250904001,1,BG,108218,0,1500000US250250904001,0.242587601078167,0.665768194070081,371.0,90.0,247.0,0,0,0,99,0.0,0.0,0.0,0.0,0.0,0.2668463611859838
2450,25,25,90700,4,1500000US250250907004,250250907004,4,BG,623385,0,1500000US250250907004,0.969868173258004,0.0,531.0,515.0,0.0,10,2,6,668,inf,0.011650485436893204,0.018832391713747645,inf,0.011650485436893204,1.2580037664783428
2451,25,25,90700,1,1500000US250250907001,250250907001,1,BG,223716,0,1500000US250250907001,0.7179487179487181,0.13214990138067098,1014.0,728.0,134.0,0,0,0,76,0.0,0.0,0.0,0.0,0.0,0.07495069033530571
2452,25,25,91001,2,1500000US250250910012,250250910012,2,BG,347749,0,1500000US250250910012,0.715938303341902,0.138817480719794,778.0,557.0,108.0,1,0,1,98,0.0,0.0017953321364452424,0.0012853470437017994,0.0,0.0017953321364452424,0.12596401028277635
2453,25,25,91100,4,1500000US250250911004,250250911004,4,BG,70845,0,1500000US250250911004,0.423748544819558,0.0407450523864959,859.0,364.0,35.0,0,0,0,115,0.0,0.0,0.0,0.0,0.0,0.13387660069848661
2454,25,25,91200,2,1500000US250250912002,250250912002,2,BG,124576,0,1500000US250250912002,0.510258697591436,0.33987511150758304,1121.0,572.0,381.0,0,0,0,152,0.0,0.0,0.0,0.0,0.0,0.13559322033898305
2455,25,25,91600,2,1500000US250250916002,250250916002,2,BG,118082,0,1500000US250250916002,0.12665406427221199,0.155009451795841,1058.0,134.0,164.0,0,0,0,205,0.0,0.0,0.0,0.0,0.0,0.1937618147448015
2456,25,25,91800,2,1500000US250250918002,250250918002,2,BG,89288,0,1500000US250250918002,0.0,0.8389105058365759,1285.0,0.0,1078.0,0,0,0,206,0.0,,0.0,0.0,,0.16031128404669262
2457,25,25,92000,3,1500000US250250920003,250250920003,3,BG,112771,0,1500000US250250920003,0.3533333333333329,0.586666666666667,900.0,318.0,528.0,5,2,1,345,0.003787878787878788,0.0031446540880503146,0.005555555555555556,0.003787878787878788,0.0031446540880503146,0.38333333333333336
2458,25,25,92101,2,1500000US250250921012,250250921012,2,BG,174658,0,1500000US250250921012,0.24601593625498,0.0567729083665339,1004.0,247.0,57.0,5,5,0,322,0.08771929824561403,0.0,0.0049800796812749,0.08771929824561403,0.0,0.3207171314741036
2459,25,25,92200,3,1500000US250250922003,250250922003,3,BG,123665,0,1500000US250250922003,0.290023201856148,0.529002320185615,862.0,250.0,456.0,0,0,0,140,0.0,0.0,0.0,0.0,0.0,0.16241299303944315
2477,25,25,170100,7,1500000US250251701007,250251701007,7,BG,205080,0,1500000US250251701007,0.744971842316975,0.0394207562349155,1243.0,926.0,49.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2478,25,25,170100,6,1500000US250251701006,250251701006,6,BG,157067,0,1500000US250251701006,0.8208955223880601,0.0584577114427861,804.0,660.0,47.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2479,25,25,170300,2,1500000US250251703002,250251703002,2,BG,1410988,517861,1500000US250251703002,0.837486457204767,0.128927410617551,923.0,773.0,119.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2480,25,25,170300,6,1500000US250251703006,250251703006,6,BG,237357,0,1500000US250251703006,0.904919845218353,0.0221116639027087,1809.0,1637.0,40.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2481,25,25,50200,4,1500000US250250502004,250250502004,4,BG,43293,0,1500000US250250502004,0.531296572280179,0.011177347242921002,1342.0,713.0,15.0,0,0,0,95,0.0,0.0,0.0,0.0,0.0,0.07078986587183309
2482,25,25,50400,1,1500000US250250504001,250250504001,1,BG,38658,0,1500000US250250504001,0.818548387096774,0.0141129032258065,496.0,406.0,7.0,5,1,2,131,0.14285714285714285,0.0049261083743842365,0.010080645161290322,0.14285714285714285,0.0049261083743842365,0.26411290322580644
2493,25,25,92400,2,1500000US250250924002,250250924002,2,BG,127727,0,1500000US250250924002,0.13502538071066,0.761421319796954,985.0,133.0,750.0,10,9,0,216,0.012,0.0,0.01015228426395939,0.012,0.0,0.21928934010152284
2494,25,25,92400,1,1500000US250250924001,250250924001,1,BG,85543,0,1500000US250250924001,0.15015974440894597,0.8498402555910541,939.0,141.0,798.0,0,0,0,138,0.0,0.0,0.0,0.0,0.0,0.14696485623003194
2495,25,25,100100,7,1500000US250251001007,250251001007,7,BG,190740,0,1500000US250251001007,0.16288659793814403,0.7979381443298971,970.0,158.0,774.0,0,0,0,148,0.0,0.0,0.0,0.0,0.0,0.15257731958762888
2496,25,25,100100,5,1500000US250251001005,250251001005,5,BG,62363,0,1500000US250251001005,0.0205607476635514,0.74392523364486,535.0,11.0,398.0,3,3,0,1104,0.007537688442211055,0.0,0.005607476635514018,0.007537688442211055,0.0,2.0635514018691588
2497,25,25,100200,1,1500000US250251002001,250251002001,1,BG,137720,0,1500000US250251002001,0.23882896764252695,0.7334360554699542,1298.0,310.0,952.0,3,3,0,204,0.0031512605042016808,0.0,0.0023112480739599386,0.0031512605042016808,0.0,0.15716486902927582
2498,25,25,100400,3,1500000US250251004003,250251004003,3,BG,128654,0,1500000US250251004003,0.0606435643564356,0.58539603960396,808.0,49.0,473.0,0,0,0,86,0.0,0.0,0.0,0.0,0.0,0.10643564356435643
2499,25,25,100,2,1500000US250250001002,250250001002,2,BG,140416,0,1500000US250250001002,0.7979559748427671,0.0180817610062893,1272.0,1015.0,23.0,0,0,0,83,0.0,0.0,0.0,0.0,0.0,0.06525157232704402
2500,25,25,100,4,1500000US250250001004,250250001004,4,BG,171143,0,1500000US250250001004,0.632872503840246,0.11674347158218101,1302.0,824.0,152.0,0,0,0,77,0.0,0.0,0.0,0.0,0.0,0.05913978494623656
2501,25,25,202,1,1500000US250250002021,250250002021,1,BG,282688,0,1500000US250250002021,0.890286512928022,0.0496156533892383,1431.0,1274.0,71.0,0,0,0,81,0.0,0.0,0.0,0.0,0.0,0.05660377358490566
2508,25,25,50700,1,1500000US250250507001,250250507001,1,BG,89589,0,1500000US250250507001,0.452904238618524,0.0,2548.0,1154.0,0.0,2,0,2,136,,0.0017331022530329288,0.0007849293563579278,,0.0017331022530329288,0.05337519623233909
2509,25,25,50901,2,1500000US250250509012,250250509012,2,BG,87280,0,1500000US250250509012,0.5342254246011321,0.005661348430262479,1943.0,1038.0,11.0,0,0,0,79,0.0,0.0,0.0,0.0,0.0,0.040658775090066906
2510,25,25,50901,1,1500000US250250509011,250250509011,1,BG,201569,0,1500000US250250509011,0.613888888888889,0.0,1440.0,884.0,0.0,5,0,5,180,,0.005656108597285068,0.003472222222222222,,0.005656108597285068,0.125
2511,25,25,60200,1,1500000US250250602001,250250602001,1,BG,68648,0,1500000US250250602001,0.9877232142857142,0.00111607142857143,896.0,885.0,1.0,0,0,0,26,0.0,0.0,0.0,0.0,0.0,0.029017857142857144
2512,25,25,60400,2,1500000US250250604002,250250604002,2,BG,62546,0,1500000US250250604002,1.0,0.0,1298.0,1298.0,0.0,0,0,0,33,,0.0,0.0,,0.0,0.025423728813559324
2513,25,25,60501,3,1500000US250250605013,250250605013,3,BG,85086,0,1500000US250250605013,0.932650073206442,0.0161054172767204,683.0,637.0,11.0,0,0,0,83,0.0,0.0,0.0,0.0,0.0,0.12152269399707175
2514,25,25,60600,1,1500000US250250606001,250250606001,1,BG,1249223,629367,1500000US250250606001,0.8423087544877109,0.0292736813035073,3621.0,3050.0,106.0,3,1,1,789,0.009433962264150943,0.0003278688524590164,0.0008285004142502071,0.009433962264150943,0.0003278688524590164,0.21789560894780446
2515,25,25,61200,3,1500000US250250612003,250250612003,3,BG,94965,0,1500000US250250612003,0.967588179218303,0.0009532888465204961,1049.0,1015.0,1.0,4,1,3,160,1.0,0.002955665024630542,0.0038131553860819827,1.0,0.002955665024630542,0.15252621544327932
2516,25,25,70101,1,1500000US250250701011,250250701011,1,BG,468216,75831,1500000US250250701011,0.609857978279031,0.0158730158730159,1197.0,730.0,19.0,21,16,5,423,0.8421052631578947,0.00684931506849315,0.017543859649122806,0.8421052631578947,0.00684931506849315,0.3533834586466165
2517,25,25,70200,3,1500000US250250702003,250250702003,3,BG,144031,0,1500000US250250702003,0.598327655620935,0.0139362031588727,3229.0,1932.0,45.0,16,10,6,529,0.2222222222222222,0.003105590062111801,0.004955094456488077,0.2222222222222222,0.003105590062111801,0.16382781046763703
2518,25,25,70300,3,1500000US250250703003,250250703003,3,BG,67540,0,1500000US250250703003,0.7470427661510458,0.0,1099.0,821.0,0.0,1,1,0,99,inf,0.0,0.0009099181073703367,inf,0.0,0.09008189262966333
2519,25,25,70700,2,1500000US250250707002,250250707002,2,BG,75039,0,1500000US250250707002,0.609986504723347,0.22132253711201103,1482.0,904.0,328.0,3,2,1,71,0.006097560975609756,0.0011061946902654867,0.0020242914979757085,0.006097560975609756,0.0011061946902654867,0.047908232118758436
2520,25,25,70800,1,1500000US250250708001,250250708001,1,BG,66569,0,1500000US250250708001,0.584848484848485,0.305454545454545,1650.0,965.0,504.0,3,3,0,89,0.005952380952380952,0.0,0.0018181818181818182,0.005952380952380952,0.0,0.05393939393939394
2521,25,25,70900,1,1500000US250250709001,250250709001,1,BG,114559,0,1500000US250250709001,0.6807228915662651,0.19824753559693303,1826.0,1243.0,362.0,0,0,0,358,0.0,0.0,0.0,0.0,0.0,0.19605695509309967
2522,25,25,80401,2,1500000US250250804012,250250804012,2,BG,145712,0,1500000US250250804012,0.158444573418456,0.424840394660476,1723.0,273.0,732.0,3,2,1,280,0.00273224043715847,0.003663003663003663,0.0017411491584445734,0.00273224043715847,0.003663003663003663,0.1625072547881602
2523,25,25,81001,1,1500000US250250810011,250250810011,1,BG,275976,0,1500000US250250810011,0.158850226928896,0.0877458396369138,661.0,105.0,58.0,0,0,0,167,0.0,0.0,0.0,0.0,0.0,0.2526475037821483
2524,25,25,81001,4,1500000US250250810014,250250810014,4,BG,85262,0,1500000US250250810014,0.558915537017727,0.18456725755995804,959.0,536.0,177.0,1,0,1,147,0.0,0.0018656716417910447,0.0010427528675703858,0.0,0.0018656716417910447,0.15328467153284672
2556,25,25,110401,2,1500000US250251104012,250251104012,2,BG,308729,0,1500000US250251104012,0.579335793357934,0.318924617817607,1897.0,1099.0,605.0,0,0,0,200,0.0,0.0,0.0,0.0,0.0,0.10542962572482868
2557,25,25,981100,4,1500000US250259811004,250259811004,4,BG,778684,1953,1500000US250259811004,0.350537634408602,0.501075268817204,465.0,163.0,233.0,0,0,0,79,0.0,0.0,0.0,0.0,0.0,0.16989247311827957
2558,25,25,981100,3,1500000US250259811003,250259811003,3,BG,994572,10918,1500000US250259811003,1.0,0.0,5.0,5.0,0.0,0,0,0,10,,0.0,0.0,,0.0,2.0
2559,25,25,110607,4,1500000US250251106074,250251106074,4,BG,290444,0,1500000US250251106074,0.9282982791587,0.0669216061185468,1046.0,971.0,70.0,0,0,0,34,0.0,0.0,0.0,0.0,0.0,0.032504780114722756
2560,25,25,110501,1,1500000US250251105011,250251105011,1,BG,154008,0,1500000US250251105011,0.8032388663967609,0.000809716599190283,1235.0,992.0,1.0,0,0,0,66,0.0,0.0,0.0,0.0,0.0,0.05344129554655871
2561,25,25,110607,2,1500000US250251106072,250251106072,2,BG,315146,0,1500000US250251106072,0.8997050147492629,0.0896755162241888,1695.0,1525.0,152.0,0,0,0,49,0.0,0.0,0.0,0.0,0.0,0.028908554572271386
2562,25,25,120104,2,1500000US250251201042,250251201042,2,BG,85091,0,1500000US250251201042,0.529585798816568,0.19970414201183398,676.0,358.0,135.0,0,0,0,32,0.0,0.0,0.0,0.0,0.0,0.047337278106508875
2563,25,25,120500,2,1500000US250251205002,250251205002,2,BG,63634,0,1500000US250251205002,0.546464646464646,0.0898989898989899,990.0,541.0,89.0,0,0,0,90,0.0,0.0,0.0,0.0,0.0,0.09090909090909091
2564,25,25,81300,3,1500000US250250813003,250250813003,3,BG,184982,0,1500000US250250813003,0.114716981132075,0.36,1325.0,152.0,477.0,0,0,0,220,0.0,0.0,0.0,0.0,0.0,0.1660377358490566
2565,25,25,81400,2,1500000US250250814002,250250814002,2,BG,127954,0,1500000US250250814002,0.540765391014975,0.346089850249584,601.0,325.0,208.0,1,1,0,125,0.004807692307692308,0.0,0.0016638935108153079,0.004807692307692308,0.0,0.2079866888519135
2583,25,25,120400,3,1500000US250251204003,250251204003,3,BG,188297,0,1500000US250251204003,0.8042010502625659,0.0705176294073518,1333.0,1072.0,94.0,0,0,0,177,0.0,0.0,0.0,0.0,0.0,0.13278319579894973
2584,25,25,120400,4,1500000US250251204004,250251204004,4,BG,251383,0,1500000US250251204004,0.8180204172214821,0.0963160230803373,2253.0,1843.0,217.0,0,0,0,128,0.0,0.0,0.0,0.0,0.0,0.056813138038171326
2585,25,25,120700,1,1500000US250251207001,250251207001,1,BG,215080,0,1500000US250251207001,0.538696537678208,0.11303462321792301,982.0,529.0,111.0,0,0,0,130,0.0,0.0,0.0,0.0,0.0,0.13238289205702647
2586,25,25,130100,5,1500000US250251301005,250251301005,5,BG,188380,0,1500000US250251301005,1.0,0.0,1075.0,1075.0,0.0,3,1,2,16,inf,0.0018604651162790699,0.0027906976744186047,inf,0.0018604651162790699,0.014883720930232559
2587,25,25,130100,7,1500000US250251301007,250251301007,7,BG,244282,0,1500000US250251301007,0.961711711711712,0.0,888.0,854.0,0.0,1,0,1,38,,0.00117096018735363,0.0011261261261261261,,0.00117096018735363,0.04279279279279279
2588,25,25,130200,2,1500000US250251302002,250251302002,2,BG,159939,0,1500000US250251302002,0.8745928338762221,0.0219869706840391,1228.0,1074.0,27.0,0,0,0,90,0.0,0.0,0.0,0.0,0.0,0.0732899022801303
2589,25,25,130404,1,1500000US250251304041,250251304041,1,BG,1192857,35273,1500000US250251304041,0.648705096073517,0.189640768588137,2394.0,1553.0,454.0,0,0,0,249,0.0,0.0,0.0,0.0,0.0,0.10401002506265664
2590,25,25,130402,2,1500000US250251304022,250251304022,2,BG,820961,138518,1500000US250251304022,0.758215962441315,0.0575117370892019,852.0,646.0,49.0,0,0,0,100,0.0,0.0,0.0,0.0,0.0,0.11737089201877934
2591,25,25,140102,2,1500000US250251401022,250251401022,2,BG,565691,42111,1500000US250251401022,0.571136827773996,0.345132743362832,1469.0,839.0,507.0,0,0,0,149,0.0,0.0,0.0,0.0,0.0,0.10142954390742001
2592,25,25,140102,3,1500000US250251401023,250251401023,3,BG,513539,0,1500000US250251401023,0.662740899357602,0.237687366167024,934.0,619.0,222.0,6,4,1,88,0.018018018018018018,0.0016155088852988692,0.006423982869379015,0.018018018018018018,0.0016155088852988692,0.09421841541755889
2593,25,25,140202,4,1500000US250251402024,250251402024,4,BG,405524,6159,1500000US250251402024,0.59375,0.32477678571428603,1792.0,1064.0,582.0,0,0,0,151,0.0,0.0,0.0,0.0,0.0,0.08426339285714286
2594,25,25,140300,4,1500000US250251403004,250251403004,4,BG,180606,0,1500000US250251403004,0.24315443592552,0.6736035049288059,913.0,222.0,615.0,0,0,0,97,0.0,0.0,0.0,0.0,0.0,0.10624315443592552
2595,25,25,140300,2,1500000US250251403002,250251403002,2,BG,243833,0,1500000US250251403002,0.339719970523213,0.20560058953574104,1357.0,461.0,279.0,1,0,1,906,0.0,0.0021691973969631237,0.0007369196757553427,0.0,0.0021691973969631237,0.6676492262343404
2596,25,25,160101,1,1500000US250251601011,250251601011,1,BG,80333,0,1500000US250251601011,0.582722086389568,0.007334963325183371,2454.0,1430.0,18.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2597,25,25,160101,5,1500000US250251601015,250251601015,5,BG,75850,0,1500000US250251601015,0.232945091514143,0.0,601.0,140.0,0.0,0,0,0,0,,0.0,0.0,,0.0,0.0
2598,25,25,160502,3,1500000US250251605023,250251605023,3,BG,92411,0,1500000US250251605023,0.445283018867925,0.142641509433962,1325.0,590.0,189.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2599,25,25,160602,3,1500000US250251606023,250251606023,3,BG,157796,0,1500000US250251606023,0.768115942028985,0.13965744400527,759.0,583.0,106.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2612,25,25,160602,1,1500000US250251606021,250251606021,1,BG,218585,0,1500000US250251606021,0.49104385423100705,0.14391599752933898,1619.0,795.0,233.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2613,25,25,202,4,1500000US250250002024,250250002024,4,BG,64625,0,1500000US250250002024,0.21405405405405398,0.127567567567568,925.0,198.0,118.0,0,0,0,115,0.0,0.0,0.0,0.0,0.0,0.12432432432432433
3258,25,25,100100,1,1500000US250251001001,250251001001,1,BG,194999,0,1500000US250251001001,0.19555555555555604,0.48,450.0,88.0,216.0,0,0,0,106,0.0,0.0,0.0,0.0,0.0,0.23555555555555555
3259,25,25,70402,1,1500000US250250704021,250250704021,1,BG,266820,898,1500000US250250704021,0.34361968306922397,0.12260216847372803,2398.0,824.0,294.0,0,0,0,325,0.0,0.0,0.0,0.0,0.0,0.13552960800667221
3264,25,25,120104,1,1500000US250251201041,250251201041,1,BG,110563,0,1500000US250251201041,0.9505582137161079,0.0,627.0,596.0,0.0,0,0,0,19,,0.0,0.0,,0.0,0.030303030303030304
3265,25,25,110103,5,1500000US250251101035,250251101035,5,BG,186124,0,1500000US250251101035,0.685950413223141,0.0977961432506887,1452.0,996.0,142.0,6,5,1,154,0.035211267605633804,0.001004016064257028,0.004132231404958678,0.035211267605633804,0.001004016064257028,0.10606060606060606
3266,25,25,51101,3,1500000US250250511013,250250511013,3,BG,427080,622607,1500000US250250511013,0.67550923732828,0.0,2111.0,1426.0,0.0,0,0,0,91,,0.0,0.0,,0.0,0.043107531975367125
3267,25,25,130406,3,1500000US250251304063,250251304063,3,BG,162271,0,1500000US250251304063,0.6793103448275861,0.0948275862068965,580.0,394.0,55.0,0,0,0,62,0.0,0.0,0.0,0.0,0.0,0.10689655172413794
3268,25,25,170702,4,1500000US250251707024,250251707024,4,BG,155343,0,1500000US250251707024,0.637042062415197,0.0,1474.0,939.0,0.0,0,0,0,0,,0.0,0.0,,0.0,0.0
3270,25,25,980101,1,1500000US250259801011,250259801011,1,BG,3270315,5392370,1500000US250259801011,0.348148148148148,0.24938271604938297,405.0,141.0,101.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
3271,25,25,160502,2,1500000US250251605022,250251605022,2,BG,601232,282671,1500000US250251605022,0.5416430594900851,0.0917847025495751,1765.0,956.0,162.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
3272,25,25,10404,3,1500000US250250104043,250250104043,3,BG,38379,0,1500000US250250104043,0.64367816091954,0.0510855683269476,1566.0,1008.0,80.0,0,0,0,22,0.0,0.0,0.0,0.0,0.0,0.0140485312899106
3273,25,25,180301,3,1500000US250251803013,250251803013,3,BG,241084,112620,1500000US250251803013,0.9832962138084631,0.0,898.0,883.0,0.0,0,0,0,0,,0.0,0.0,,0.0,0.0
3274,25,25,60301,2,1500000US250250603012,250250603012,2,BG,53482,0,1500000US250250603012,1.0,0.0,871.0,871.0,0.0,0,0,0,21,,0.0,0.0,,0.0,0.024110218140068886
3275,25,25,10104,1,1500000US250250101041,250250101041,1,BG,93678,1466,1500000US250250101041,0.7904347826086959,0.0304347826086957,1150.0,909.0,35.0,0,0,0,91,0.0,0.0,0.0,0.0,0.0,0.0791304347826087
3276,25,25,80300,1,1500000US250250803001,250250803001,1,BG,268833,0,1500000US250250803001,0.0923887027285783,0.694590713259933,2089.0,193.0,1451.0,57,31,24,749,0.021364576154376293,0.12435233160621761,0.027285782671134514,0.021364576154376293,0.12435233160621761,0.3585447582575395
3277,25,25,120201,1,1500000US250251202011,250251202011,1,BG,151711,0,1500000US250251202011,0.704347826086957,0.16376811594202897,1380.0,972.0,226.0,0,0,0,85,0.0,0.0,0.0,0.0,0.0,0.06159420289855073
3278,25,25,110103,3,1500000US250251101033,250251101033,3,BG,232720,0,1500000US250251101033,0.65,0.35,360.0,234.0,126.0,2,2,0,127,0.015873015873015872,0.0,0.005555555555555556,0.015873015873015872,0.0,0.3527777777777778
3317,25,25,91001,4,1500000US250250910014,250250910014,4,BG,364182,10379,1500000US250250910014,0.7790123456790121,0.18024691358024697,810.0,631.0,146.0,0,0,0,77,0.0,0.0,0.0,0.0,0.0,0.09506172839506173
3318,25,25,170501,1,1500000US250251705011,250251705011,1,BG,598015,404214,1500000US250251705011,0.7793487574978579,0.0351328191945159,2334.0,1819.0,82.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
3319,25,25,10802,2,1500000US250250108022,250250108022,2,BG,59505,0,1500000US250250108022,0.9029264810849391,0.00499643112062812,1401.0,1265.0,7.0,26,18,6,59,2.5714285714285716,0.0047430830039525695,0.018558172733761598,2.5714285714285716,0.0047430830039525695,0.042112776588151324
3322,25,25,82100,3,1500000US250250821003,250250821003,3,BG,170844,0,1500000US250250821003,0.11252653927813198,0.7065817409766451,2355.0,265.0,1664.0,6,5,0,344,0.0030048076923076925,0.0,0.0025477707006369425,0.0030048076923076925,0.0,0.14607218683651804
3323,25,25,110403,5,1500000US250251104035,250251104035,5,BG,215734,0,1500000US250251104035,0.596026490066225,0.22185430463576197,906.0,540.0,201.0,0,0,0,79,0.0,0.0,0.0,0.0,0.0,0.08719646799116998
3324,25,25,140105,1,1500000US250251401051,250251401051,1,BG,751521,0,1500000US250251401051,0.632179675994109,0.24779086892489002,2716.0,1717.0,673.0,2,1,1,104,0.0014858841010401188,0.0005824111822947001,0.0007363770250368188,0.0014858841010401188,0.0005824111822947001,0.03829160530191458
3325,25,25,110103,1,1500000US250251101031,250251101031,1,BG,171427,0,1500000US250251101031,0.774453394706559,0.14384349827387802,869.0,673.0,125.0,0,0,0,29,0.0,0.0,0.0,0.0,0.0,0.0333716915995397
3326,25,25,110103,6,1500000US250251101036,250251101036,6,BG,107376,0,1500000US250251101036,0.924297924297924,0.0561660561660562,819.0,757.0,46.0,0,0,0,18,0.0,0.0,0.0,0.0,0.0,0.02197802197802198
3346,25,25,180301,4,1500000US250251803014,250251803014,4,BG,175091,75441,1500000US250251803014,0.9751381215469609,0.0138121546961326,724.0,706.0,10.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
3347,25,25,130300,1,1500000US250251303001,250251303001,1,BG,305119,0,1500000US250251303001,0.946291560102302,0.0460358056265985,782.0,740.0,36.0,0,0,0,17,0.0,0.0,0.0,0.0,0.0,0.021739130434782608
3348,25,25,503,1,1500000US250250005031,250250005031,1,BG,63634,0,1500000US250250005031,0.682422451994092,0.0,677.0,462.0,0.0,1,0,0,55,,0.0,0.0014771048744460858,,0.0,0.08124076809453472
3354,25,25,51101,1,1500000US250250511011,250250511011,1,BG,220626,0,1500000US250250511011,0.7283114684722809,0.0655945831570038,2363.0,1721.0,155.0,0,0,0,149,0.0,0.0,0.0,0.0,0.0,0.06305543800253914
3355,25,25,51101,4,1500000US250250511014,250250511014,4,BG,227071,270,1500000US250250511014,0.7611262488646691,0.0408719346049046,1101.0,838.0,45.0,0,0,0,50,0.0,0.0,0.0,0.0,0.0,0.045413260672116255
